booking_id,pnr,route_id,from_city,to_city,provider,train_name,train_type,journey_type,booking_date,travel_date,days_until_departure,weekday,is_weekend,is_peak_season,departure_time,arrival_time,duration,duration_minutes,available_seats_at_booking,total_seats,occupancy_rate_at_booking,demand_level,delay_minutes,wifi,class_type,passenger_type,seat_number,booking_channel,base_price_at_booking,paid_price,currency,booking_status
PBK000509,PNR501219,ER0841,Brussels,Amsterdam,Eurostar,Eurostar 2183,Eurostar,Connection,2025-05-09,2025-07-11,63,4,0,1,22:15,00:26,2h 11m,131,45,180,0.748,7,0,No,First Class,youth,1B,api_partner,202.98,174.56,EUR,Confirmed
PBK000510,PNR614064,ER0762,Paris,Amsterdam,Renfe,Alvia 837,Alvia,Connection,2025-03-20,2025-04-28,39,0,0,0,20:50,00:03,3h 13m,193,113,600,0.81,7,10,Yes,First Class,senior,10D,mobile_app,170.39,139.72,EUR,Confirmed
PBK000511,PNR429839,ER0330,Berlin,Munich,DB,IC 6831,IC,Direct,2025-06-25,2025-10-07,104,1,0,0,07:35,12:07,4h 32m,272,10,220,0.95,10,30,No,Standard,youth,13D,web,171.96,147.89,EUR,Confirmed
PBK000512,PNR611133,ER0584,Stockholm,Copenhagen,ÖBB,Railjet 7628,Railjet,Direct,2025-01-19,2025-01-24,5,4,0,0,13:35,18:18,4h 43m,283,3,180,0.98,7,0,No,Standard,regular,10D,mobile_app,226.22,226.22,EUR,Confirmed
PBK000513,PNR719755,ER0364,Zurich,Vienna,Eurostar+SNCF,Eurostar+TGV 219,Eurostar+TGV,Connection,2025-09-09,2025-12-03,85,2,0,1,21:50,01:52,4h 2m,242,103,520,0.8,8,0,Yes,Standard,regular,9D,api_partner,172.81,172.81,EUR,Confirmed
PBK000514,PNR202078,ER0108,Milan,Zurich,SNCB,IC 1525,IC,Direct,2025-06-30,2025-10-07,99,1,0,0,12:20,13:26,1h 6m,66,44,180,0.753,9,0,No,Standard,regular,11D,web,116.74,116.74,EUR,Confirmed
PBK000515,PNR453993,ER0466,Cologne,Frankfurt,DB+ÖBB,ICE+Railjet 2516,ICE+Railjet,Connection,2025-07-02,2025-08-24,53,6,1,1,17:30,18:33,1h 3m,63,173,520,0.666,5,0,Yes,Standard,youth,10A,web,153.22,131.77,EUR,Confirmed
PBK000516,PNR431889,ER0341,Zurich,Vienna,DB,IC 1463,IC,Direct,2025-06-16,2025-06-21,5,5,1,1,21:45,00:57,3h 12m,192,4,220,0.98,8,0,No,Standard,regular,19A,api_partner,234.35,234.35,EUR,Confirmed
PBK000517,PNR480983,ER0567,Lisbon,Madrid,SBB,IR 8202,IR,Direct,2025-06-15,2025-08-28,74,3,0,1,16:30,20:46,4h 16m,256,14,220,0.934,9,15,Yes,Standard,regular,6C,agent_portal,213.53,213.53,EUR,Confirmed
PBK000518,PNR852570,ER0135,Munich,Vienna,SJ,X2000 8055,X2000,Direct,2025-11-22,2026-03-11,109,2,0,0,14:40,16:23,1h 43m,103,153,450,0.659,6,0,Yes,First Class,regular,8A,api_partner,105.29,105.29,EUR,Confirmed
PBK000519,PNR553939,ER0901,Munich,Vienna,Trenitalia,Regionale 3123,Regionale,Direct,2025-06-22,2025-07-27,35,6,1,1,09:55,15:49,5h 54m,354,12,600,0.98,10,5,Yes,First Class,regular,17C,agent_portal,235.0,235.0,EUR,Confirmed
PBK000520,PNR323297,ER0455,Lyon,Barcelona,Eurostar+SNCF,Eurostar+TGV 483,Eurostar+TGV,Connection,2025-04-13,2025-06-06,54,4,0,1,08:55,13:00,4h 5m,245,259,520,0.501,2,0,Yes,First Class,youth,19D,mobile_app,146.57,126.05,EUR,Refunded
PBK000521,PNR481969,ER0763,Nice,Paris,PKP,IC 5961,IC,Direct,2026-01-16,2026-03-17,60,1,0,0,17:45,21:13,3h 28m,208,118,300,0.604,3,45,Yes,Standard,youth,17B,web,141.54,121.72,EUR,Confirmed
PBK000522,PNR777424,ER0457,London,Brussels,Renfe,Alvia 8184,Alvia,Direct,2025-03-19,2025-06-23,96,0,0,1,20:40,22:17,1h 37m,97,54,180,0.697,7,45,Yes,Standard,regular,9C,api_partner,123.2,123.2,EUR,Confirmed
PBK000523,PNR311802,ER0700,Milan,Venice,ÖBB,Railjet 9055,Railjet,Direct,2025-11-04,2025-12-05,31,4,0,1,07:40,09:36,1h 56m,116,211,520,0.593,3,5,Yes,Standard,regular,14A,api_partner,144.08,144.08,EUR,Confirmed
PBK000524,PNR188006,ER0068,Amsterdam,Berlin,Trenitalia,Frecciarossa 8194,Frecciarossa,Direct,2025-01-15,2025-02-18,34,1,0,0,16:40,20:55,4h 15m,255,85,520,0.836,6,0,Yes,Standard,child,1A,api_partner,182.27,100.25,EUR,Confirmed
PBK000525,PNR698708,ER0900,Hamburg,Munich,DB+ÖBB,ICE+Railjet 2594,ICE+Railjet,Connection,2026-03-20,2026-03-29,9,6,1,0,19:35,01:27,5h 52m,352,12,600,0.98,10,5,No,First Class,regular,8A,mobile_app,229.31,229.31,EUR,Confirmed
PBK000526,PNR910749,ER0258,Munich,Vienna,SJ,X2000 9404,X2000,Connection,2025-03-03,2025-05-09,67,4,0,0,17:05,21:24,4h 19m,259,214,600,0.643,4,15,Yes,Standard,youth,20A,mobile_app,134.98,116.08,EUR,Confirmed
PBK000527,PNR528212,ER0014,Munich,Vienna,SNCB,IC 9273,IC,Direct,2025-10-27,2026-01-30,95,4,0,0,06:25,09:17,2h 52m,172,94,180,0.473,4,0,Yes,Standard,regular,9D,mobile_app,99.59,99.59,EUR,Confirmed
PBK000528,PNR598306,ER0394,Lyon,Barcelona,Eurostar+SNCF,Eurostar+TGV 2469,Eurostar+TGV,Connection,2025-01-29,2025-04-02,63,2,0,0,05:40,08:57,3h 17m,197,335,520,0.354,1,0,No,First Class,regular,5C,agent_portal,99.04,99.04,EUR,Confirmed
PBK000529,PNR424291,ER0316,Vienna,Prague,Eurostar+SNCF,Eurostar+TGV 5494,Eurostar+TGV,Connection,2025-06-07,2025-06-10,3,1,0,1,15:00,17:44,2h 44m,164,104,300,0.652,3,0,Yes,First Class,regular,9D,mobile_app,145.72,145.72,EUR,Cancelled
PBK000530,PNR194634,ER0969,Paris,Brussels,Trenitalia,Intercity 5306,Intercity,Direct,2025-07-05,2025-10-29,116,2,0,0,16:10,18:05,1h 55m,115,127,300,0.576,5,20,Yes,Standard,regular,9C,api_partner,111.49,111.49,EUR,Confirmed
PBK000531,PNR593975,ER0348,Oslo,Stockholm,SNCF+DB,TER+ICE 5378,TER+ICE,Connection,2026-03-17,2026-07-09,114,3,0,1,12:25,16:24,3h 59m,239,198,450,0.559,6,30,Yes,First Class,senior,3D,agent_portal,184.07,150.94,EUR,Confirmed
PBK000532,PNR575279,ER0596,Hamburg,Munich,SJ,InterCity 464,InterCity,Direct,2026-03-07,2026-04-19,43,6,1,0,21:50,02:37,4h 47m,287,6,300,0.98,9,45,Yes,First Class,regular,14C,agent_portal,191.36,191.36,EUR,Confirmed
PBK000533,PNR216211,ER0287,Paris,Berlin,SNCB,IC 1837,IC,Direct,2025-01-27,2025-04-20,83,6,1,0,08:25,16:53,8h 28m,508,95,180,0.468,2,0,Yes,Standard,regular,11A,agent_portal,139.76,139.76,EUR,Confirmed
PBK000534,PNR820861,ER0591,Rome,Milan,SNCB,EuroCity 6856,EuroCity,Direct,2026-01-01,2026-04-10,99,4,0,0,17:20,20:12,2h 52m,172,93,380,0.754,7,15,Yes,First Class,regular,9B,mobile_app,118.87,118.87,EUR,Confirmed
PBK000535,PNR193298,ER0246,Rome,Milan,Renfe,AVE 3281,AVE,Direct,2026-02-14,2026-03-23,37,0,0,0,11:45,14:46,3h 1m,181,88,380,0.768,6,15,No,Standard,regular,18B,web,177.6,177.6,EUR,Confirmed
PBK000536,PNR114800,ER0107,Zurich,Vienna,ÖBB,Regional 7592,Regional,Direct,2025-12-26,2026-04-15,110,2,0,0,05:15,13:25,8h 10m,490,82,380,0.784,9,5,Yes,First Class,child,19A,mobile_app,170.33,93.68,EUR,Confirmed
PBK000537,PNR500633,ER0401,Berlin,Frankfurt,Trenitalia,Frecciarossa 3059,Frecciarossa,Direct,2026-01-31,2026-05-29,118,4,0,0,17:20,19:49,2h 29m,149,93,220,0.575,6,5,Yes,Standard,regular,10D,agent_portal,119.17,119.17,EUR,Confirmed
PBK000538,PNR374516,ER0837,Hamburg,Munich,ÖBB,Railjet 9197,Railjet,Connection,2025-04-16,2025-07-02,77,2,0,1,12:15,16:48,4h 33m,273,12,600,0.98,10,0,Yes,Standard,regular,1C,mobile_app,221.75,221.75,EUR,Confirmed
PBK000539,PNR842866,ER0909,Paris,Berlin,Eurostar+SNCF,Eurostar+TGV 5365,Eurostar+TGV,Connection,2026-04-10,2026-05-12,32,1,0,0,09:15,15:49,6h 34m,394,89,180,0.502,1,0,Yes,Standard,youth,7D,api_partner,127.54,109.68,EUR,Confirmed
PBK000540,PNR629050,ER0959,Rome,Milan,Renfe,AVE 3093,AVE,Direct,2025-05-12,2025-05-22,10,3,0,0,17:45,20:24,2h 39m,159,76,600,0.873,6,0,Yes,First Class,child,1C,web,176.45,97.05,EUR,Confirmed
PBK000541,PNR238327,ER0619,Prague,Berlin,SNCB,IC 4733,IC,Connection,2025-07-22,2025-10-16,86,3,0,0,13:50,16:25,2h 35m,155,154,300,0.487,3,15,Yes,Standard,regular,11D,api_partner,100.8,100.8,EUR,Confirmed
PBK000542,PNR742705,ER0203,Milan,Venice,SBB,IR 5094,IR,Direct,2025-09-29,2025-11-24,56,0,0,0,16:25,18:14,1h 49m,109,91,180,0.494,3,10,Yes,Standard,senior,10C,api_partner,101.52,83.25,EUR,Confirmed
PBK000543,PNR292037,ER0142,Madrid,Barcelona,SBB,InterCity 8780,InterCity,Direct,2025-08-12,2025-12-05,115,4,0,1,07:35,10:01,2h 26m,146,59,380,0.844,10,30,Yes,Standard,regular,2B,mobile_app,205.61,205.61,EUR,Confirmed
PBK000544,PNR217955,ER0714,Paris,Brussels,Trenitalia,Intercity 4239,Intercity,Direct,2025-03-25,2025-06-24,91,1,0,1,07:55,09:05,1h 10m,70,103,300,0.655,5,30,Yes,First Class,regular,15D,api_partner,130.68,130.68,EUR,Confirmed
PBK000545,PNR651567,ER0603,Nice,Paris,SJ,X2000 6010,X2000,Connection,2025-03-05,2025-04-19,45,5,1,0,09:00,13:20,4h 20m,260,72,380,0.809,7,30,No,First Class,regular,19A,mobile_app,170.72,170.72,EUR,Confirmed
PBK000546,PNR719014,ER0523,Hamburg,Munich,ÖBB,Nightjet 1683,Nightjet,Direct,2026-04-17,2026-04-27,10,0,0,0,07:55,13:26,5h 31m,331,4,220,0.98,9,0,No,Standard,regular,13C,web,222.1,222.1,EUR,Confirmed
PBK000547,PNR788047,ER0888,Paris,Brussels,SNCF,Intercités 7118,Intercités,Direct,2025-03-20,2025-03-24,4,0,0,0,22:30,01:03,2h 33m,153,3,180,0.98,7,0,No,First Class,regular,11A,web,186.56,186.56,EUR,Cancelled
PBK000548,PNR879930,ER0383,Berlin,Frankfurt,SBB,EuroCity 9135,EuroCity,Connection,2025-06-16,2025-09-18,94,3,0,0,06:25,09:59,3h 34m,214,107,450,0.761,7,5,No,Standard,senior,11A,agent_portal,139.95,114.76,EUR,Confirmed
PBK000549,PNR917357,ER0726,Paris,Amsterdam,Eurostar+SNCF,Eurostar+TGV 5461,Eurostar+TGV,Connection,2025-11-05,2025-12-24,49,2,0,1,13:55,16:21,2h 26m,146,10,520,0.98,10,30,Yes,Standard,regular,6D,mobile_app,209.47,209.47,EUR,Confirmed
PBK000550,PNR972470,ER0815,London,Paris,SNCB,EuroCity 438,EuroCity,Direct,2026-01-21,2026-04-15,84,2,0,0,16:05,18:12,2h 7m,127,35,450,0.921,9,10,Yes,Standard,youth,12A,mobile_app,151.19,130.02,EUR,Confirmed
PBK000551,PNR197462,ER0166,Brussels,Cologne,ÖBB,Nightjet 1443,Nightjet,Direct,2025-09-08,2025-11-05,58,2,0,0,20:35,21:45,1h 10m,70,4,220,0.98,10,5,No,Standard,senior,14D,mobile_app,174.57,143.15,EUR,Confirmed
PBK000552,PNR414985,ER0518,Lyon,Barcelona,SJ,InterCity 6632,InterCity,Direct,2025-08-26,2025-11-21,87,4,0,0,16:50,19:32,2h 42m,162,302,520,0.419,3,20,Yes,Standard,regular,3D,api_partner,94.65,94.65,EUR,Refunded
PBK000553,PNR533082,ER0111,Milan,Venice,DB+ÖBB,ICE+Railjet 4589,ICE+Railjet,Connection,2025-12-17,2026-04-12,116,6,1,0,09:45,11:43,1h 58m,118,187,300,0.375,3,0,Yes,Standard,youth,17D,web,93.81,80.68,EUR,Confirmed
PBK000554,PNR983855,ER0076,Paris,Berlin,SBB,InterCity 9660,InterCity,Direct,2026-01-04,2026-03-18,73,2,0,0,05:45,11:14,5h 29m,329,178,380,0.53,3,45,Yes,Standard,regular,6B,api_partner,132.59,132.59,EUR,Confirmed
PBK000555,PNR321321,ER0561,Paris,Lyon,Renfe,Avant 220,Avant,Connection,2025-08-02,2025-11-23,113,6,1,0,07:45,10:50,3h 5m,185,117,380,0.692,7,0,Yes,Standard,regular,11B,agent_portal,153.68,153.68,EUR,Confirmed
PBK000556,PNR789666,ER0101,Lyon,Barcelona,ÖBB,Nightjet 1891,Nightjet,Connection,2025-11-06,2025-12-10,34,2,0,1,18:40,00:44,6h 4m,364,133,450,0.704,4,30,Yes,First Class,regular,15D,api_partner,170.64,170.64,EUR,Confirmed
PBK000557,PNR114549,ER0548,Berlin,Frankfurt,Renfe,AVE 4819,AVE,Direct,2025-09-07,2025-10-16,39,3,0,0,11:35,13:49,2h 14m,134,203,380,0.466,1,20,Yes,Standard,senior,5B,web,112.92,92.59,EUR,Confirmed
PBK000558,PNR907111,ER0569,Cologne,Frankfurt,SNCF+DB,TER+ICE 6784,TER+ICE,Connection,2025-01-09,2025-04-09,90,2,0,0,16:40,18:39,1h 59m,119,115,300,0.613,6,15,No,Standard,regular,3C,mobile_app,120.74,120.74,EUR,Confirmed
PBK000559,PNR311118,ER0968,Munich,Vienna,SNCB,EuroCity 1186,EuroCity,Connection,2025-08-05,2025-08-08,3,4,0,1,10:30,13:08,2h 38m,158,6,300,0.98,9,10,Yes,Standard,regular,19B,api_partner,223.87,223.87,EUR,Confirmed
PBK000560,PNR519095,ER0966,Rome,Milan,Eurostar,Eurostar 2955,Eurostar,Connection,2026-03-03,2026-04-23,51,3,0,0,11:20,14:46,3h 26m,206,121,600,0.798,6,0,Yes,Standard,youth,2D,agent_portal,219.6,188.86,EUR,Confirmed
PBK000561,PNR680130,ER0621,Madrid,Barcelona,SNCF,TER 6829,TER,Direct,2026-01-07,2026-03-27,79,4,0,0,20:15,02:26,6h 11m,371,12,600,0.98,10,30,Yes,Standard,regular,19C,api_partner,167.04,167.04,EUR,Confirmed
PBK000562,PNR861485,ER0956,Paris,Berlin,Eurostar+SNCF,Eurostar+TGV 7512,Eurostar+TGV,Connection,2025-11-28,2026-01-21,54,2,0,0,17:55,22:38,4h 43m,283,122,300,0.593,3,30,Yes,Standard,regular,6C,web,141.46,141.46,EUR,Confirmed
PBK000563,PNR973548,ER0451,Berlin,Frankfurt,DB,IC 6622,IC,Direct,2025-08-13,2025-09-12,30,4,0,0,18:05,21:48,3h 43m,223,148,380,0.61,2,10,Yes,First Class,regular,13D,agent_portal,152.25,152.25,EUR,Confirmed
PBK000564,PNR263907,ER0081,London,Brussels,SNCF+DB,TER+ICE 8361,TER+ICE,Connection,2025-07-04,2025-10-14,102,1,0,0,15:20,18:37,3h 17m,197,187,300,0.375,3,30,Yes,First Class,regular,6B,mobile_app,97.55,97.55,EUR,Confirmed
PBK000565,PNR283201,ER0671,Paris,Lyon,ÖBB,Regional 1526,Regional,Connection,2026-02-11,2026-04-06,54,0,0,0,10:15,15:16,5h 1m,301,31,220,0.856,8,10,Yes,First Class,regular,12B,agent_portal,156.03,156.03,EUR,Confirmed
PBK000566,PNR258522,ER0046,Marseille,Paris,DB,IC 610,IC,Direct,2025-02-02,2025-03-18,44,1,0,0,21:15,00:12,2h 57m,177,137,300,0.542,3,0,Yes,First Class,child,2C,agent_portal,117.89,64.84,EUR,Confirmed
PBK000567,PNR631948,ER0485,Brussels,Amsterdam,SNCB,IC 6166,IC,Direct,2025-11-06,2026-01-31,86,5,1,0,15:45,17:05,1h 20m,80,32,520,0.938,9,45,Yes,Standard,child,18A,web,147.01,80.86,EUR,Confirmed
PBK000568,PNR450861,ER0931,Brussels,Amsterdam,Eurostar+SNCF,Eurostar+TGV 2441,Eurostar+TGV,Connection,2025-03-02,2025-06-22,112,6,1,1,15:25,17:54,2h 29m,149,56,520,0.891,10,45,Yes,Standard,senior,5C,web,202.45,166.01,EUR,Confirmed
PBK000569,PNR490527,ER0653,Marseille,Paris,Eurostar,Eurostar 1764,Eurostar,Connection,2025-04-14,2025-06-10,57,1,0,1,18:20,23:21,5h 1m,301,56,450,0.875,9,0,Yes,First Class,regular,3C,mobile_app,277.5,277.5,EUR,Confirmed
PBK000570,PNR581037,ER0271,Amsterdam,Berlin,SJ,X2000 9406,X2000,Direct,2025-07-04,2025-09-23,81,1,0,0,10:00,13:15,3h 15m,195,60,180,0.663,5,0,Yes,First Class,regular,14D,api_partner,116.91,116.91,EUR,Confirmed
PBK000571,PNR555157,ER0168,Cologne,Frankfurt,Renfe,Avant 5978,Avant,Direct,2025-07-05,2025-07-09,4,2,0,1,10:10,11:05,0h 55m,55,145,600,0.758,3,45,Yes,Standard,regular,13B,agent_portal,141.71,141.71,EUR,Confirmed
PBK000572,PNR108286,ER0223,Paris,Lyon,Eurostar,Eurostar 7404,Eurostar,Direct,2025-01-19,2025-04-14,85,0,0,0,06:05,08:36,2h 31m,151,128,520,0.752,7,0,Yes,Standard,regular,11C,agent_portal,187.75,187.75,EUR,Cancelled
PBK000573,PNR188374,ER0239,Prague,Berlin,SBB,InterCity 4850,InterCity,Direct,2025-11-09,2026-03-07,118,5,1,0,07:25,09:09,1h 44m,104,127,380,0.664,7,10,Yes,Standard,regular,7C,api_partner,157.96,157.96,EUR,Confirmed
PBK000574,PNR893820,ER0045,Nice,Paris,SNCB,IC 522,IC,Direct,2025-07-19,2025-10-20,93,0,0,0,09:45,17:28,7h 43m,463,324,600,0.459,3,0,Yes,First Class,regular,17C,agent_portal,122.03,122.03,EUR,Confirmed
PBK000575,PNR372374,ER0386,London,Brussels,DB+ÖBB,ICE+Railjet 1374,ICE+Railjet,Connection,2025-01-15,2025-05-09,114,4,0,0,17:10,21:01,3h 51m,231,116,300,0.612,7,15,Yes,First Class,child,2C,web,139.15,76.53,EUR,Confirmed
PBK000576,PNR467355,ER0007,Nice,Paris,SNCB,IC 6218,IC,Connection,2025-03-05,2025-03-12,7,2,0,0,18:15,22:25,4h 10m,250,50,220,0.771,4,5,Yes,Standard,regular,19B,mobile_app,139.23,139.23,EUR,Confirmed
PBK000577,PNR202747,ER0717,Nice,Paris,SNCF,TER 6723,TER,Connection,2026-02-06,2026-05-22,105,4,0,0,18:45,05:12,10h 27m,627,120,220,0.454,3,0,Yes,Standard,regular,12D,mobile_app,144.1,144.1,EUR,Confirmed
PBK000578,PNR376502,ER0915,Rome,Milan,SNCF,TER 6053,TER,Direct,2026-03-01,2026-04-23,53,3,0,0,09:00,15:11,6h 11m,371,100,600,0.833,6,45,Yes,First Class,regular,19D,api_partner,173.91,173.91,EUR,Confirmed
PBK000579,PNR235670,ER0614,Lyon,Barcelona,Eurostar,Eurostar 3172,Eurostar,Direct,2025-08-05,2025-10-01,57,2,0,0,18:00,20:54,2h 54m,174,317,600,0.471,1,5,Yes,First Class,regular,16D,mobile_app,128.48,128.48,EUR,Confirmed
PBK000580,PNR215695,ER0821,Warsaw,Berlin,SNCF,Intercités 158,Intercités,Direct,2025-09-28,2025-10-14,16,1,0,0,17:20,19:53,2h 33m,153,154,600,0.742,5,45,Yes,Standard,youth,20D,web,130.75,112.44,EUR,Confirmed
PBK000581,PNR151014,ER0364,Zurich,Vienna,Eurostar+SNCF,Eurostar+TGV 219,Eurostar+TGV,Connection,2025-05-29,2025-06-04,6,2,0,1,21:50,01:52,4h 2m,242,10,520,0.98,9,0,Yes,Standard,regular,5D,mobile_app,214.07,214.07,EUR,Cancelled
PBK000582,PNR454233,ER0893,Brussels,Cologne,SJ,X2000 2760,X2000,Connection,2025-04-21,2025-05-15,24,3,0,0,17:45,20:07,2h 22m,142,9,450,0.98,9,30,Yes,Standard,regular,19D,agent_portal,159.89,159.89,EUR,Confirmed
PBK000583,PNR938663,ER0172,Brussels,Amsterdam,SJ,X2000 9927,X2000,Connection,2026-01-04,2026-04-21,107,1,0,0,21:50,23:27,1h 37m,97,81,180,0.545,5,45,No,First Class,regular,11A,mobile_app,94.09,94.09,EUR,Confirmed
PBK000584,PNR699780,ER0418,Zurich,Vienna,PKP,EIP 355,EIP,Direct,2025-07-29,2025-09-17,50,2,0,0,22:50,03:57,5h 7m,307,4,220,0.98,9,20,Yes,First Class,senior,6A,web,223.77,183.49,EUR,Confirmed
PBK000585,PNR226126,ER0042,Marseille,Paris,PKP,IC 4395,IC,Direct,2025-12-29,2026-02-07,40,5,1,0,17:00,21:51,4h 51m,291,147,600,0.754,5,0,No,First Class,child,16A,mobile_app,158.99,87.44,EUR,Cancelled
PBK000586,PNR615346,ER0597,Prague,Berlin,Renfe,AVE 1429,AVE,Direct,2025-04-03,2025-04-06,3,6,1,0,22:40,00:40,2h 0m,120,5,220,0.974,6,15,Yes,Standard,regular,13A,agent_portal,215.28,215.28,EUR,Confirmed
PBK000587,PNR367968,ER0946,Stockholm,Copenhagen,SNCB,IC 9826,IC,Direct,2025-04-03,2025-05-27,54,1,0,0,11:40,16:58,5h 18m,318,54,450,0.879,8,0,Yes,Standard,regular,5B,agent_portal,165.59,165.59,EUR,Confirmed
PBK000588,PNR532876,ER0655,Oslo,Stockholm,SNCB,IC 9022,IC,Direct,2025-07-28,2025-10-23,87,3,0,0,12:45,15:01,2h 16m,136,127,300,0.576,5,0,Yes,Standard,regular,11B,web,103.13,103.13,EUR,Confirmed
PBK000589,PNR163577,ER0699,Madrid,Barcelona,Eurostar,Eurostar 5049,Eurostar,Connection,2026-02-28,2026-06-24,116,2,0,1,15:55,21:27,5h 32m,332,52,450,0.882,10,10,Yes,Standard,regular,4C,api_partner,273.9,273.9,EUR,Confirmed
PBK000590,PNR419409,ER0058,Amsterdam,Berlin,Eurostar,Eurostar 8726,Eurostar,Direct,2025-07-28,2025-08-06,9,2,0,1,09:10,14:08,4h 58m,298,122,600,0.795,5,0,Yes,First Class,regular,8B,web,258.41,258.41,EUR,Confirmed
PBK000591,PNR143822,ER0012,Berlin,Munich,SNCB,EuroCity 1797,EuroCity,Connection,2025-02-12,2025-06-01,109,6,1,1,19:40,23:32,3h 52m,232,13,220,0.938,10,0,Yes,Standard,senior,18D,api_partner,193.08,158.33,EUR,Confirmed
PBK000592,PNR983360,ER0730,London,Brussels,SNCF+DB,TGV+ICE 3926,TGV+ICE,Connection,2026-03-01,2026-05-20,80,2,0,0,08:00,10:44,2h 44m,164,175,450,0.61,6,0,Yes,First Class,regular,13C,agent_portal,173.11,173.11,EUR,Confirmed
PBK000593,PNR552945,ER0455,Lyon,Barcelona,Eurostar+SNCF,Eurostar+TGV 483,Eurostar+TGV,Connection,2026-03-07,2026-05-12,66,1,0,0,08:55,13:00,4h 5m,245,271,520,0.477,2,0,Yes,Standard,regular,5C,web,100.61,100.61,EUR,Confirmed
PBK000594,PNR582134,ER0617,London,Paris,Renfe,Alvia 7199,Alvia,Direct,2026-02-15,2026-03-28,41,5,1,0,12:35,14:56,2h 21m,141,12,600,0.98,10,5,Yes,First Class,regular,11B,agent_portal,193.57,193.57,EUR,Confirmed
PBK000595,PNR899502,ER0200,Lisbon,Madrid,SJ,X2000 9540,X2000,Connection,2026-04-13,2026-07-11,89,5,1,1,07:55,12:48,4h 53m,293,26,450,0.94,10,0,Yes,Standard,regular,18D,api_partner,210.19,210.19,EUR,Confirmed
PBK000596,PNR505537,ER0391,Brussels,Cologne,SNCF,Intercités 6460,Intercités,Direct,2026-02-08,2026-06-01,113,0,0,1,08:20,09:34,1h 14m,74,116,520,0.776,10,45,Yes,Standard,regular,13C,agent_portal,168.62,168.62,EUR,Confirmed
PBK000597,PNR300814,ER0058,Amsterdam,Berlin,Eurostar,Eurostar 8726,Eurostar,Direct,2026-02-20,2026-05-21,90,3,0,0,09:10,14:08,4h 58m,298,216,600,0.639,6,0,Yes,Standard,regular,9C,web,181.85,181.85,EUR,Confirmed
PBK000598,PNR961010,ER0794,Amsterdam,Berlin,Eurostar+SNCF,Eurostar+TGV 3766,Eurostar+TGV,Connection,2025-11-17,2025-12-26,39,4,0,1,10:15,13:18,3h 3m,183,9,220,0.955,7,0,Yes,First Class,regular,1B,mobile_app,190.37,190.37,EUR,Confirmed
PBK000599,PNR372235,ER0463,Madrid,Barcelona,SNCB,IC 4204,IC,Direct,2026-03-22,2026-04-27,36,0,0,0,13:55,18:18,4h 23m,263,101,600,0.83,6,15,Yes,First Class,regular,3B,mobile_app,159.77,159.77,EUR,Confirmed
PBK000600,PNR772101,ER0979,Paris,Brussels,Eurostar,Eurostar 8142,Eurostar,Direct,2026-03-28,2026-06-03,67,2,0,1,07:45,09:49,2h 4m,124,64,300,0.785,6,15,No,First Class,regular,1D,api_partner,190.12,190.12,EUR,Cancelled
PBK000601,PNR391433,ER0288,Paris,Lyon,PKP,IC 1258,IC,Direct,2025-01-27,2025-05-17,110,5,1,0,09:15,11:06,1h 51m,111,65,520,0.874,9,5,Yes,Standard,regular,8A,web,159.84,159.84,EUR,Confirmed
PBK000602,PNR306440,ER0477,Paris,Amsterdam,Eurostar,Eurostar 752,Eurostar,Direct,2025-06-11,2025-06-12,1,3,0,1,21:45,23:58,2h 13m,133,10,520,0.98,8,20,Yes,Standard,child,3B,api_partner,255.22,140.37,EUR,Confirmed
PBK000603,PNR349937,ER0436,Oslo,Stockholm,ÖBB,Nightjet 4401,Nightjet,Direct,2025-02-02,2025-04-24,81,3,0,0,18:40,22:48,4h 8m,248,114,220,0.481,3,5,Yes,Standard,youth,4D,mobile_app,104.9,90.21,EUR,Confirmed
PBK000604,PNR189689,ER0423,Brussels,Cologne,DB+ÖBB,ICE+Railjet 8387,ICE+Railjet,Connection,2026-02-25,2026-04-09,43,3,0,0,20:45,22:08,1h 23m,83,60,300,0.798,7,0,Yes,Standard,senior,19A,api_partner,149.69,122.75,EUR,Cancelled
PBK000605,PNR810477,ER0036,Milan,Zurich,SNCB,EuroCity 6830,EuroCity,Direct,2025-07-13,2025-08-23,41,5,1,1,17:35,18:39,1h 4m,64,9,450,0.98,10,0,Yes,Standard,regular,3A,api_partner,195.96,195.96,EUR,Confirmed
PBK000606,PNR456113,ER0974,Cologne,Frankfurt,DB,RE 3679,RE,Connection,2025-05-31,2025-09-17,109,2,0,0,07:45,09:53,2h 8m,128,286,520,0.448,3,15,Yes,First Class,regular,14A,api_partner,85.54,85.54,EUR,Cancelled
PBK000607,PNR768324,ER0917,Madrid,Seville,NS,Sprinter 6177,Sprinter,Connection,2026-02-05,2026-02-09,4,0,0,0,06:30,13:37,7h 7m,427,74,380,0.804,5,15,Yes,First Class,regular,19B,mobile_app,172.84,172.84,EUR,Confirmed
PBK000608,PNR426304,ER0624,London,Paris,SNCF,TGV INOUI 6294,TGV INOUI,Direct,2025-08-04,2025-10-05,62,6,1,0,14:50,17:17,2h 27m,147,53,520,0.898,9,0,Yes,First Class,regular,17C,api_partner,173.18,173.18,EUR,Cancelled
